Phase,Type,Amplitude,Center (mm/s),Width (mm/s),IS (mm/s),Quad Splitting (mm/s),Bhf (T),Area (%)
Sextet 1,Sextet,,,0.0378,-0.0246,0.0171,5.2164,100.0
