pkey,Dana Class,folder,Sample Name,Owner/Source,Temperature (K)
11101701,Anhydrous Phosphates, Arsenates, and Vanadates containing Hydroxyl or Halogen,Phosphate,Althausite DD113,Dyar, Darby,295
04061402,Anhydrous Sulfates Containing Hydroxyl or Halogen,Sulfate,Tochilinite TOC 101,Dyar, Darby,270
11032103,Simple Oxides,Oxide,Magnetite V.2,Nyiro-Kosa, Ilona,250
04072809,Native Elements and Alloys,Metal,Fe foil  4 mm-s,n/a,110
jhr23b,Sheets of Six-Membered Rings,Chlorite,Harper R23b 5mil 1-19-91,Harper, Greg,295
06101404,Anhydrous Sulfates Containing Hydroxyl or Halogen,Alunite,Natrojarosite NAJ10-1 UC Davis,Bishop, Janice,295
09030801,Sheets of Six-Membered Rings,Kaolinite-Serpentine,Antigorite Coleman 94-NZ-62,Evans, Bernard,295
07101101,N/A,Mixtures,Garnet standards mix (almandine and andradite),Dyar, Darby,295
irglas,Insular SiO4 Groups Only,Glass,Br2dy Reduced Alum Glass 27mil 2-14-90,Brady, John,295
06083101,Sheets of Six-Membered Rings,Smectite,Smectite JB-179 SWY-1 <2mm,Bishop, Janice,295
10092001,N/A,Terrestrial Samples,Sandstone Moenkopi sample 4 PNF_1_8,Schoonen, Martin,295
13041003,Hydroxides and Oxides Containing Hydroxyl,Hydroxide,Schwertmannite VZO 119-120 Nagyborzsony, Hungary,Bishop, Janice,80
11111101,Anhydrous Normal Phosphates, Arsenates, and Vanadates,Phosphate,Varulite DD321,Dyar, Darby,295
20040501,Sheets of Six-Membered Rings,Talc,Gunter Talc #10, CHI_Liaoning_Yingkow_83, Univ. of Idaho,Gunter, Mickey,295
10091002,N/A,Biogeochemical Mineralogical By-Products,Roane 8-19-10 mounted dry,Holden, Jim,19
02051201,Al-Si Frameworks,Feldspar,Anorthite Fe2+ ,Housely, Robert,80
12052103,Hydroxides and Oxides Containing Hydroxyl,Hydroxide,Schwertmannite, synthetic JB-131 <125mm,Bishop, Janice,130
psp52s,Multiple Oxides,Multiple Oxide,Spinel Peridotite Ki-5-52 Spinel 19mil 8-14-92,McGuire, Anne,295
03112202,Simple Oxides,Oxide,Ferrihydrite JB-564 Czech 5005-1,Bishop, Janice,25
04112501,Insular SiO4 Groups Only,Olivine,Olivine, synthetic Fo50,Menzies, Olywn,295
s2exme,Sheets of Six-Membered Rings,Mica,Earley Biotite Me 5mil 9-22-93,Earley, Drummond,295
r2218f,Sheets of Six-Membered Rings,Mica,Guidotti Muscovite 12-8-19-59 zone gr. 155mil 5-19-93,Guidotti, Charles,295
12070101,N/A,Biogeochemical Mineralogical By-Products,Sully_3 inoculated + incubated at 92C until stationary phase  ,Holden, Jim,24
11011101,N/A,Glass,Glass, synthetic Gardner 927,Gardner, Jim,295
07043001,Single-Width Unbranched Chains W=1,Pyroxene,Pyroxene, synthetic En17Fs83C 024,Lindsley, Donald,60
11032902,Simple Oxides,Oxide,Maghemite VI.2 100nm,Nyiro-Kosa, Ilona,295
13093001,Unbranched Chains with W>2,Smectite,Saponite, shocked 20.6 GPa,Michalski, Joe,295
03072101,Simple Oxides,Oxide,Ferrihydrite 96214 Smedley's Iron Mine ,Dyar, Darby,235
05100401,Anhydrous Sulfates Containing Hydroxyl or Halogen,Sulfate,Romerite SPT 110 dry,Cloutis, Edward,175
11063004,N/A,Industrial Samples,Coal Fly Ash Sample M Fe6+,Fan, Mahoung,80
16010702,N/A,Biogeochemical Mineralogical By-Products,Sully Dry Ferrihydrite FH C FROZEN,Holden, Jim,150
19050603,N/A,Terrestrial Samples,Maine,Dyar, Darby,295
07121908,Single-Width Unbranched Chains W=1,Pyroxene,Pyroxene, synthetic En50Fs50 SynPx004,Lindsley, Donald,45
13072901,N/A,Glass,Glass, synthetic AND-1 QFM,McCanta, Molly,295
07111302,Single-Width Unbranched Chains W=1,Pyroxene,Pyroxene, synthetic En90 Fs10GDL-CMP-065,Lindsley, Donald,250
g8ol,Insular SiO4 Groups Only,Olivine,S. Africa Gt. perid. Olivine (Jagerstontein Mine,) Kb-12-8 1mil 7-5-89,McGuire, Anne,295
